sample_id,source_stage,original_image_name,original_split,final_image_name,final_split,has_target,target_color,target_type,background_type,negative_type,bbox_x,bbox_y,bbox_w,bbox_h,bbox_px_size,rotation_deg,perspective_level,blur_type,blur_level,motion_blur_length,motion_blur_angle,lighting_type,lighting_level,shadow_level,glare_level,exposure_level,color_shift_level,notes,image_hash,label_hash
stage4_010256,stage4,stage4v2_007374.jpg,train,stage4_010256.jpg,train,1,blue,square,asphalt,none,160,122,105,105,105,-6.567,0.00573,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,5b211cf6e24fa8fb483e30b1a46a349321b21f30fee84bb3a278fef689092b0e,ed28b38aa505286bc0b62938a41e3db38d0a079617142993ad9b54bd9973970f
stage4_010257,stage4,stage4v2_008436.jpg,train,stage4_010257.jpg,train,1,blue,square,field_mixed,none,271,79,260,261,261,2.530,0.00949,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=large;augmentation=sunny,4c7080b0fab1dd4cf9be0b7ec671c39da433c9a3fc30e202eee56cc35bc717eb,696ac5e5bd89cc8aab0a1bdd247f72215623fc14fcd23d7f50b551edfdbffc6e
stage2_013732,stage2,stage2v2_009608.jpg,val,stage2_013732.jpg,train,1,blue,square,field_mixed,none,73,145,119,118,119,-6.098,0.00781,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,5c25fb5d65f3374f35388333b5870e6c80ea1bcf67ee19d49eaf6a4ef0ad8720,1d0a861f37b44f603522367dcb9b7fddd90e4dade168b06640696543187324c6
stage4_010258,stage4,stage4v2_003919.jpg,val,stage4_010258.jpg,train,1,red,square,grass,none,212,500,126,121,126,-5.157,0.01930,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,5b7352a09a33a2e067370d3177bf14609c6dbef5be7243d7fcc4f068230bce6b,db8f3671313ffbbb6a49357cd4e90a3f5d2d32ea6172255483583d1010a5426b
stage2_013733,stage2,stage2v2_001119.jpg,train,stage2_013733.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,69be2938f0f8259c107179b3be3fb0a7e14b4e6c6e49c3ab8c2edb9454f11cb6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_013734,stage2,stage2v2_006672.jpg,train,stage2_013734.jpg,train,1,red,square,soil,none,330,307,144,149,149,-7.534,0.03166,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,bd9109b37d666eb7e98f24a2353f71a239a092706433e79fcf1808537cb5d341,f2ff0ff7b77ec1dba365ad23dbc443d604df9962d1606867dd8083dff7361318
stage2_013735,stage2,stage2v2_009943.jpg,train,stage2_013735.jpg,val,1,red,square,field_mixed,none,541,270,38,38,38,23.234,0.02514,none,none,0,0,none,mild,none,none,none,none,size_bucket=very_small;augmentation=mild_light,fe57fae4e8e373613f27b9c6968d43b1dd44949ff3486fe2ef39de8f8bb56826,cdb187c53cb96229e50e025b3f957b729cb9507bb4e0a251b97d3d95306e98d3
stage3_008550,stage3,stage3v2_003505.jpg,val,stage3_008550.jpg,val,0,none,negative,dry_grass,red_long_panel,0,0,0,0,0,0.000,0.00000,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=none;augmentation=clean;negative=red_long_panel,ad80576c29f8d43930248272a4372278075bbeb8dc454b4fe6b10ed2f3a15de2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_013736,stage2,stage2v2_001568.jpg,train,stage2_013736.jpg,train,1,blue,square,field_mixed,none,296,224,148,148,148,10.116,0.00873,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,93c44d1b80466fbc52215b36f6f6d23a431dffc5b694d7e0d8cb0453c3bb80b7,8353a47069ce5f783298b301b51219fa4659a76d6a465874e65c5453f251856b
stage3_008551,stage3,stage3v2_009520.jpg,train,stage3_008551.jpg,train,1,red,square,field_mixed,none,372,476,129,129,129,0.860,0.01519,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,a21bab44d7d2e01b34816ff9965757e69a1fa470ad873a916c55ad18ceefb296,638a9257f5ad70860ca3fd6a4b2ab38bdf5287dabd10b9b49c381e3150e5eb11
stage4_010259,stage4,stage4v2_006951.jpg,val,stage4_010259.jpg,val,1,red,square,field_mixed,none,173,245,45,45,45,-19.814,0.01882,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=very_small;augmentation=clean,39b0687edd2679063d8d1c79085d2247fcc5dc58123df79ed6a9b001ee0386b3,a0086522cc0cdbb686bdcffc403a13b7d999d24eda7d483b37df178de9404dcb
stage2_013737,stage2,stage2v2_010007.jpg,train,stage2_013737.jpg,train,1,blue,square,field_mixed,none,105,43,114,114,114,19.466,0.02985,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,f5bf63076642435a46d70161cc45d6a1d758e87ae18a4b40652246fcd9d49da6,27d0d11d429917333d4493c386959e4356be56a38d06342c4da4c7c7c1a17723
stage4_010260,stage4,stage4v2_010050.jpg,train,stage4_010260.jpg,train,1,red,square,field_mixed,none,156,404,45,45,45,18.146,0.02994,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=small;augmentation=clean,25fcfde5e37c3fd82b3db24d41d863a49d1c6f340416666ac2896e1bddc5006a,f8b3e211b99ca6d4cda01a3f4480832ccb011c4f4e875a40e8045a7ba3cbc678
stage1_003432,stage1,stage1_003863.jpg,train,stage1_003432.jpg,val,1,blue,square,matte_texture,none,138,106,270,268,270,-7.330,0.01088,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,39450395d4d6f1df5fd9ff6a64975a4ba4a245e487992793bc9e31f3865720f0,ae6509ca95e4fe44bdcbd51c42b782a8e6951fadc9b01dbabfbc917375a55e0f
stage2_013738,stage2,stage2v2_010404.jpg,val,stage2_013738.jpg,train,1,red,square,field_mixed,none,211,26,142,141,142,-16.777,0.00979,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,1828b49ef38c761f2e224184bdc1da5af2a4337df0e9baca1ae4437631dcd04a,e114b2d9786329d623b402b502e52e69dccb1e5c35e0bcad5232a283d5e0df38
stage4_010261,stage4,stage4v2_011900.jpg,train,stage4_010261.jpg,train,1,red,square,field_mixed,none,353,523,90,91,91,23.151,0.01743,motion,light,0,0,blur_light,medium,medium,none,normal,none,size_bucket=medium;augmentation=blur_light,cf93bb90251d9b0b3d2debbc97ec080524511e332fc8ba99eec5e683e7bdb990,5058459d77517ad6cd7d8590968214115279ef167cda98d5bedd84fca1bee663
stage4_010262,stage4,stage4v2_000252.jpg,train,stage4_010262.jpg,train,1,blue,square,grass,none,194,252,120,120,120,-6.209,0.00442,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=medium;augmentation=sunny,070aadfb60ea400b202e1f68a7d7d1e2aaed348fd3fbca3ada50fe566876fd75,9a4770e5086bf0a494401e62417e2d2e26323412273c93185fa0a162d5acb15c
stage3_008552,stage3,stage3v2_001557.jpg,val,stage3_008552.jpg,train,1,red,square,soil,none,313,155,133,129,133,-12.273,0.01570,motion,light,7,91.312,none,normal,none,none,none,none,size_bucket=medium;augmentation=light_motion,449a254172bf59b6c035f167b2769d972dde5131d2091887dde16ea28f688eb8,f059a8d4cabb8f8c242025928c0f9b7bd1990debdcbd8e2887f4c8b49f88365f
stage3_008553,stage3,stage3v2_006244.jpg,train,stage3_008553.jpg,train,1,blue,square,field_mixed,none,151,486,124,124,124,3.711,0.00098,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,8467cc167a8241670ece65a89f7a664ae294bb9e2c89fe2d5c9766e53b3a1967,ebdddd394611ef6ec502154147c48b1b7dc3153c16449ffa6d2bf84ed2240c76
stage2_013739,stage2,stage2v2_013483.jpg,train,stage2_013739.jpg,train,1,blue,square,grass,none,100,36,130,130,130,-13.030,0.00035,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,39b55f7ba01ae1a82d3280eb458deef00f44e64dac7f703c32258bec86f5cea2,667a3c5b6f70837f7068ce5b24c3018e143116d9c082efbb693f7f9027a976fc
stage1_003433,stage1,stage1_003091.jpg,train,stage1_003433.jpg,test,1,blue,square,plain_white,none,200,97,159,159,159,-3.801,0.00748,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,7a3be12d626edab084830a7c933e1c2089544aced16fa7473655867be8213614,7aaa5cc1596d6f35db49e522cb9ea315c5c3c57c8975416f0f261155a8ea1084
stage3_008554,stage3,stage3v2_000191.jpg,train,stage3_008554.jpg,val,1,red,square,dry_grass,none,292,313,162,166,166,-0.097,0.01777,motion,light,5,42.256,none,normal,none,none,none,none,size_bucket=large;augmentation=light_motion,b95a9b4260f080049b326d9918818084b6d4805f71d1622685098b7818a21ff7,93b43ee02bbfa34bf897fbb95a5e02167bdce90434eb0c25e33c73dac5d852d3
stage2_013740,stage2,stage2v2_005569.jpg,train,stage2_013740.jpg,train,1,red,square,grass,none,186,142,158,162,162,-23.357,0.03101,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,7b4cbbdd351ad8882048d5b1e7de2f195fcd1d27e2701a44d0d9e7efd3414316,f9d76947011f100983d84d95dc099b95cacb7a26de32c4d22cec7202688756e5
stage2_013741,stage2,stage2v2_015277.jpg,train,stage2_013741.jpg,train,1,red,square,soil,none,129,41,126,126,126,-7.619,0.02994,none,none,0,0,none,mild_color,none,none,none,none,size_bucket=medium;augmentation=mild_color,e6dc8f8a2602dd750df0a99c4783be7fc3c33a23db77a21ae9d4a06ec3bc5ee8,587bff43bb95fe34e32aa05deb340c70ef1ef0a487dac778eff856dca9e50da6
stage2_013742,stage2,stage2v2_010228.jpg,val,stage2_013742.jpg,test,1,blue,square,soil,none,176,202,114,112,114,-4.858,0.01698,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,5b30ca28ebe95d3c1e28eb1848220421feaf7b81b9032d9822a601a3f0da854a,3f73489679e7866d55c4835996b400998211d780799705d7814b1603a0d45bb0
stage3_008555,stage3,stage3v2_001875.jpg,train,stage3_008555.jpg,train,1,red,square,dry_grass,none,179,75,48,50,50,-0.751,0.02694,motion,light,5,100.240,none,normal,none,none,none,none,size_bucket=small;augmentation=light_motion,c382c46862769e1b8f9e0407150b79f6fa33fc17d468ef074b7a87e1136ba818,634e61aebc2d76dcb8438463a1b37c151abe78946720bf522c03b7334c0cefc0
stage2_013743,stage2,stage2v2_012759.jpg,train,stage2_013743.jpg,train,1,red,square,field_mixed,none,185,60,65,64,65,10.801,0.01410,none,none,0,0,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,8db0e43f6f05cfe35327eafeaff310092b290f9fe2b15ba4aa1d41bbf050e184,1e13d6f633934631ac05a1895c8ecb0c6d7c89917019ab327e4b4a76892300cb
stage4_010263,stage4,stage4v2_005016.jpg,val,stage4_010263.jpg,test,1,red,square,soil,none,59,460,152,151,152,23.096,0.02171,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,4c9f01027a8f6878886bbad9f6775a732d886f4b4ed7566f58b3b66f972aa1a5,967eedd764e750332894262f923b7ccdc10fd763f72db44c100bc40fe279d033
stage2_013744,stage2,stage2v2_003914.jpg,train,stage2_013744.jpg,train,1,blue,square,grass,none,239,122,253,254,254,14.515,0.01601,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,8301a6db4e085e219539412df01a6d014ee2e41ee48cef13cb857c75a525fea4,db3222a12f8cfe1021713c68d9b041ae9eef3c6a88b8e06e58e77eb91a0bc362
stage4_010264,stage4,stage4v2_008889.jpg,val,stage4_010264.jpg,train,1,red,square,field_mixed,none,23,9,48,48,48,-13.734,0.00895,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=small;augmentation=clean,6a2a02bc7ff9a860d9ca78d21e7454deb1c98f3248c1d0252f3a2dfd9ce3e68d,c82acfede414c2f0a374fe17c066fd63514482d51f26091e9db3e0270ae4b337
stage1_003434,stage1,stage1_002513.jpg,train,stage1_003434.jpg,train,1,red,square,plain_white,none,346,54,152,153,153,2.498,0.01082,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,58ad0f0323e18f7970aacc46fe8847481a8770e71f59cd659b3fdcc82c4fa630,e2d16060d9b93f4f70184260d06e71a002ad4c723222599e6c9f8bf9df35b761
stage2_013745,stage2,stage2v2_004141.jpg,train,stage2_013745.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,e97f325f10180448bf340466e41d9ab54ebe878f32ec3d43961ab64eafdced20,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_010265,stage4,stage4v2_004104.jpg,train,stage4_010265.jpg,train,0,none,negative,field_mixed,blue_tarp_strip,0,0,0,0,0,0.000,0.00000,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=none;augmentation=clean;negative=blue_tarp_strip,767eeb6066294ee20d74f251ff156dfd12ec0c5b1eb06e18408050caa96bf54b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_013746,stage2,stage2v2_001522.jpg,train,stage2_013746.jpg,train,1,blue,square,grass,none,182,266,212,211,212,-15.112,0.00659,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,66c1df370fbfeb6580f1f2ee52bf8b74e5a82ac9084406b3fafd8a43054bfd3d,0f0ac18c9c9a59cc67209bab2bf3e3515bd9ae036f9360c7ce44d0323c657a35
stage4_010266,stage4,stage4v2_002963.jpg,train,stage4_010266.jpg,train,1,red,square,grass,none,490,335,115,118,118,-14.526,0.02865,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=medium;augmentation=shadow,257df69168381f44858ce414b0f04af7f4247bdd3110f16322b5ef7955764b28,a94d56a012747146dfbe0f6d02bbd151b20186255ffb7dfbd5b276e6c50308f0
stage4_010267,stage4,stage4v2_008866.jpg,train,stage4_010267.jpg,train,1,blue,square,field_mixed,none,107,289,48,48,48,-0.007,0.00522,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=very_small;augmentation=clean,482aaa5072b36710269376e05e867da5fa387de7db4bf47625f926620eeb1d37,5cb881a4825c72d3e97df17318139a22f70cc569c1081c9dbd2f1ffb81cf97df
stage2_013747,stage2,stage2v2_001479.jpg,val,stage2_013747.jpg,train,1,red,square,field_mixed,none,250,95,69,68,69,-4.392,0.02320,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,f155430481a0c1363e9fcbe8e276f896ad71b703ad36cc05ceac1f1e47cc499f,39f9d16e30d69f672f97a7cadcaaccb733b8c32593562da32b36bf9b332b1e01
stage4_010268,stage4,stage4v2_009572.jpg,train,stage4_010268.jpg,train,1,blue,square,field_mixed,none,178,207,156,156,156,-12.211,0.00557,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=medium;augmentation=shadow,cee36088ec5281aaa2ba48afffe27c543e0a503d9e6cf063e5585608452889cf,cb5b1d3b1134f807bd4cb2e8f5d4bb18495ce010397e3316017fc8c7db711411
stage2_013748,stage2,stage2v2_001574.jpg,train,stage2_013748.jpg,train,1,red,square,field_mixed,none,428,594,36,36,36,7.218,0.02040,none,none,0,0,none,mild,none,none,none,none,size_bucket=very_small;augmentation=mild_light,fe0764632ed8fc3a19348653e4061b4fc1b0fe1f46245e17b463ae124192712a,8190a89d02c8f57e828ec50716c7131ac6e1a87a9dc71d1c8a569ae98020b1f6
stage4_010269,stage4,stage4v2_005480.jpg,train,stage4_010269.jpg,train,1,red,square,field_mixed,none,193,327,182,175,182,11.381,0.02949,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,ebcd1fa05337e011fe099f37bcf3f004bf97bba4458bb4b3805a5875cdeeaa47,98c673eb60beeb1a119e8ac2587625ea2410a052febad1d9817f37987773294f
stage3_008556,stage3,stage3v2_006120.jpg,train,stage3_008556.jpg,train,1,red,square,field_mixed,none,438,200,49,50,50,-11.737,0.02778,defocus,light,0,0.000,none,normal,none,none,none,none,size_bucket=small;augmentation=light_defocus,c86dc7b89d30dbb073401305f1c862d5d9790f5b3435d71ad3c7ef78f0647cdb,2a26241f1e546d622ee920ee12283613291bc3067e712213694b476e163db6a2
stage2_013749,stage2,stage2v2_004599.jpg,train,stage2_013749.jpg,test,1,blue,square,grass,none,523,162,102,105,105,10.252,0.02582,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,08d2da33e059d7c0f04608b4f1a766810e823027111e75e19dab9fb203aad22d,f61e34924f1353f7876076a7560b303c32018cbe5ba5b83e93ef33e7b88395b0
stage2_013750,stage2,stage2v2_006655.jpg,val,stage2_013750.jpg,train,1,blue,square,soil,none,345,223,182,181,182,-0.259,0.01695,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,fb63ecd53ef81ea40fab9a2a166e6f3776e00019a169d0c3153c795956fef2d0,343fd7d652038e29a29cb35a0a974d3a1866455f5f3d60e65256f80c5d135614
stage3_008557,stage3,stage3v2_008747.jpg,train,stage3_008557.jpg,train,1,blue,square,field_mixed,none,114,429,125,120,125,14.458,0.02404,motion,medium,13,52.066,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,4ae3b6b4b9e0602f2c5b6ffc75a1a6aeafe131e4d80ef509df50e343ae99c528,6579bd30f8bab5c402770e85da1163b52cac14e62577c3d6e49b93068e2e4880
stage4_010270,stage4,stage4v2_001289.jpg,train,stage4_010270.jpg,train,1,red,square,field_mixed,none,328,359,164,164,164,21.451,0.00697,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=large;augmentation=partial_glare,336cadcc774ee3b4a0c830afd04bff7f9612ebd3949d1f09d364a6a38aac071d,df66e77c8fd5f4a81855f4b3efc0b2eb9a51181e8457857de0781c071b4c507b
stage2_013751,stage2,stage2v2_000374.jpg,train,stage2_013751.jpg,test,1,blue,square,field_mixed,none,471,89,135,134,135,-14.177,0.01771,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,8c3aeaf326ccde9f956783b9deded7e041ba1c411fb0f1ef027d7bdeca1b7c43,9025000f1d13cd0f62a0ed96d1fc6f552b42895d40d5bd5e91c76c38da0244db
stage4_010271,stage4,stage4v2_008581.jpg,train,stage4_010271.jpg,train,1,red,square,field_mixed,none,61,280,196,191,196,-17.092,0.01917,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=large;augmentation=sunny,9d95b2b11b223dc5b9fccc9aa77ff7f3ae7792ebf889adcb1a29bd31455a88ce,11ecd165eda98424053ad509b893939ad8bed5fd394c498873a1f09c51f46138
stage1_003435,stage1,stage1_002258.jpg,train,stage1_003435.jpg,train,1,red,square,plain_light_gray,none,269,184,106,106,106,1.379,0.00129,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,f894877eee61f825e5f2386757448c3aa081334c94f4f08cb82af6389ee4a0af,e32db4106c550888906375ece10c78b272cde5ad65c865d4af3133916f0299aa
stage3_008558,stage3,stage3v2_006001.jpg,val,stage3_008558.jpg,train,1,blue,square,field_mixed,none,97,319,189,190,190,-22.486,0.00417,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,19cb795e08d87e2b4e4e06acf3b22a2dafbd91cd483d27b2b6d2406967734b2e,978fc4f1a60b9b4aeb9facb7b1331f6966cbf2eeadb68d15cb044fdf70af52f8
stage3_008559,stage3,stage3v2_000771.jpg,test,stage3_008559.jpg,val,1,blue,square,field_mixed,none,279,206,287,285,287,21.530,0.00643,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,a7fe983f6dd689952541c89509c78054af3269c80ad8e5b934290660d78954fd,22cc3ee6699d149ef33ef0ed2bb3385a611225afd5031216042fd6a19f7e26a7
stage4_010272,stage4,stage4v2_008636.jpg,train,stage4_010272.jpg,train,1,red,square,soil,none,259,244,169,175,175,8.706,0.02077,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,e6b45fa1f04b330c6e5e9e9916c2cfefd7b22aaad90572001041cd13c711f460,71dcbf5871b6bd136ce9290c07acab9b1dad72976c6627ddae487cffc6293058
stage3_008560,stage3,stage3v2_001610.jpg,train,stage3_008560.jpg,train,1,blue,square,field_mixed,none,154,303,161,161,161,21.182,0.02208,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,cbcfcdc5922c1ea839faf8ab6f9204ae68da3a86afb85a6f89a138e1d78f5717,ca7925070ce84c7f53be379156413122848e26215fb6d4f0e77cdddbf3cde005
stage3_008561,stage3,stage3v2_007370.jpg,train,stage3_008561.jpg,test,1,blue,square,dry_grass,none,321,322,217,215,217,2.375,0.00428,motion,light,9,137.432,none,normal,none,none,none,none,size_bucket=large;augmentation=light_motion,3bea3cf857005370f5535a65b24e2b0d573349b57b63a2ff71dfb76940f45010,76e43aa0cd64e2df506040a9d7c5013b7f71da084b61e46cc1e994e5565bbfab
stage4_010273,stage4,stage4v2_007683.jpg,train,stage4_010273.jpg,test,1,red,square,field_mixed,none,376,320,110,110,110,-4.273,0.00384,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=medium;augmentation=shadow,2ae0a24fc0a1413e7a955d8f28a7480d4924bd13e268e25813e6fa09103ffa38,159d9c8dc9abf1dc86715dbeb310b66f672a940e19f8832e283ca589d0d6c90c
stage2_013752,stage2,stage2v2_007924.jpg,train,stage2_013752.jpg,test,1,blue,square,field_mixed,none,255,151,188,194,194,18.110,0.01936,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,827b6fbb92cfe51f727408912b09b776f24fdb9779c4b4559b23db9638b0fbbc,585c4a4fe2be8d4a14d552755e77a69b8aa41c9549a3d52dbd495fd418999875
stage2_013753,stage2,stage2v2_003797.jpg,train,stage2_013753.jpg,train,1,blue,square,field_mixed,none,41,529,86,86,86,9.080,0.01239,none,none,0,0,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,bad32c408369c48461d16904f7b15fb93b82c46b680cd9aede4c52f21d644bd8,779f0d0fa19d11730b7e6ea90aeec89b4601579f9278a820dcc3855724f26f59
stage2_013754,stage2,stage2v2_004259.jpg,train,stage2_013754.jpg,train,1,red,square,field_mixed,none,72,171,50,50,50,-0.439,0.00197,none,none,0,0,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,9bd2fa4b74740c4774710945b4a172f435a2ddd25be44e7c0921312536d893ca,4427b42fd7a432773f9b302fc87bb096d9290f5ac5798c3190548618397c3a29
stage1_003436,stage1,stage1_003351.jpg,train,stage1_003436.jpg,train,1,red,square,plain_light_gray,none,537,58,44,44,44,0.562,0.00289,none,none,0,0,none,normal,none,none,none,none,size_bucket=small,944ca7f7553886ecb91388ba118b818d089f002f510d799db357cb6c79cd7225,000fdd4be7b967bdce5ce42521c949bc258408764488624a7c2dc167afda36e8
stage3_008562,stage3,stage3v2_005019.jpg,train,stage3_008562.jpg,train,1,red,square,field_mixed,none,181,378,92,92,92,-22.039,0.00125,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,2b11bf76c15c3e238a07c158f1aa39623b45af4b1a9fc97e164fb6d3e2318dca,f428f4dde2763a502389d0420917d49537d61632a35737fb0078f129afc05e66
stage3_008563,stage3,stage3v2_006361.jpg,train,stage3_008563.jpg,val,1,blue,square,grass,none,353,62,186,183,186,-21.597,0.01277,motion,medium,13,86.823,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,710aab36c0b1b7f840668717ecc20691cbd56d4e29f5c642b88be614dfaafc2b,e4d112b80fe48713fdca037dd8f9241bef82cb1a9c6ed6d9423e1ac1cdad9d8b
stage2_013755,stage2,stage2v2_007225.jpg,val,stage2_013755.jpg,train,1,red,square,field_mixed,none,150,342,79,79,79,22.471,0.02583,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,a89643b16f9012a1ce065e530834156726b2e167bc53858fc841e66f00b1fa78,ff7fb580a62d8110ed7a63a3af8491b859b10a2a67b6111ec64c4b08f5d461f6
stage2_013756,stage2,stage2v2_013663.jpg,train,stage2_013756.jpg,train,1,red,square,field_mixed,none,21,238,98,99,99,0.027,0.01368,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,d25395bdce48214ca256b1f21014ca5f8bb9e8c1d24f84c8e4b55c7d134840e0,100b87a79c3cb13052aca450c45d72067b6a5dba1fb1d44f0d9e540bc2d8a3a2
stage2_013757,stage2,stage2v2_014872.jpg,train,stage2_013757.jpg,val,1,blue,square,dry_grass,none,526,468,63,65,65,-23.132,0.02886,none,none,0,0,none,normal,none,none,none,none,size_bucket=very_small;augmentation=clean,3272e37181b46ea8ffc80c400cab31631ea09f6f174eeccaf16810963cd232f3,0bbffaa8950aa236cb5fe8adf54b6e2b565947c6fad56eb4bf9b820b287d8c49
stage4_010274,stage4,stage4v2_002593.jpg,train,stage4_010274.jpg,train,1,blue,square,field_mixed,none,207,70,306,306,306,-16.433,0.00071,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,8374bed2fa97368ce02620889883ab8ad571c84112321fcaade741ffa534d0f5,54e9da1f32eae5de3fd500be98fa772b185baf3cb77135291ab428188b7c8e40
stage4_010275,stage4,stage4v2_010312.jpg,val,stage4_010275.jpg,val,1,blue,square,field_mixed,none,234,93,240,234,240,16.910,0.01917,motion,light,0,0,blur_light,medium,medium,none,normal,none,size_bucket=large;augmentation=blur_light,dafe8e3b9cb804b832bed17a47b8edb9f588d8267d00576d69bf9c0b63d1596f,549c563be8d5f707df8d3ba93e94d03c3bbcc4cf9dc8e7cf90696ffecf13ad82
stage1_003437,stage1,stage1_002429.jpg,train,stage1_003437.jpg,train,1,blue,square,plain_dark_gray,none,64,61,119,117,119,5.699,0.00954,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,b93024fcdc491f402e58fc52b549fb5c8b66ecfaaacb4affa9803445210241db,47b1f5af8a5965968871dd03f02ff72ec3be14bf4ec79ed2b89f7fff689cb408
stage2_013758,stage2,stage2v2_013251.jpg,train,stage2_013758.jpg,train,1,red,square,dry_grass,none,374,198,163,161,163,-23.130,0.03066,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,219061c6d59128bb1aac3119af1e41250b67775a7e15b4d6e989658486ebcf96,2f505e0f0592ab834c785bfcc427261790a3e5b395bb8c0cc9601667d0a46705
stage3_008564,stage3,stage3v2_008180.jpg,train,stage3_008564.jpg,train,1,blue,square,dry_grass,none,243,275,75,75,75,8.177,0.01079,defocus,light,0,0.000,none,normal,none,none,none,none,size_bucket=small;augmentation=light_defocus,c52ca012a31636231d7653b0694501fe9338f0a27ad914629787e78939cd00ae,3e9d8bfc8f297e099f6ed38f84f437b6d56cd1f7a7a320ece6c49fe0758779aa
stage4_010276,stage4,stage4v2_009475.jpg,train,stage4_010276.jpg,val,1,blue,square,field_mixed,none,47,103,191,190,191,-9.604,0.02090,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,2062cbea8b8951f925a4a863736e0a056c095f91c5ef1bcc09a3bcd0ee3ca335,e55992364352e400aadef32d9ba9234c2c68733cd5cd50aa54551f83bf149686
